"","0_2","1.0","1.1","10.0.0","10.0.1_4","10.0.2_3","10.0.5","10.1.0","10.1.1","10.2","11.0_1_2","11.3","11.4","12.0","12.1","13.0","14.0","16.0","17.0","17.1","19.0","19.1","20.0","22.0","22.1","22.2_3","22.4","26.0","26.1","26.2","27.0_3","27.1","27.2","28.0_2_3_4","28.1","29.0","29.1","3.0","3.1","30.0","31.0","33.0","34.0","35.0","35.1","36.0","37.0","37.1","38.0","39.0","4.0","4.1","40.0","41.0","42.0","42.1","43.0","44.0","45.0","46.0","48.0","49.0","5.0","5.1","50.0","51.0","52.0","53.0","54.0","55.0","56.0","57.0","59.0","60.0","61.0","62.0","63.0","7.0","8.0.0","8.0.1","8.1","8.2","8.3","Non-neuronal"
"DVC:510_650",1.58776361678321e-05,1,1,8.41905446641615e-11,0.694714003649603,0.201534284935939,1,1.58776361678321e-05,3.59339007805093e-07,3.59339007805093e-07,0.00265522373364003,4.88195434756273e-08,2.47377147909885e-06,6.22099876356647e-09,0.000522400964868679,6.81247324525906e-16,9.0660937848663e-13,3.59339007805093e-07,3.53094555406917e-30,4.88195434756273e-08,1,0.201534284935939,8.67613092484032e-14,1,0.694714003649603,0.694714003649603,1,0.000522400964868679,0.0524850613063972,0.694714003649603,9.4677064417283e-05,0.000522400964868679,1,0.201534284935939,1,1.58776361678321e-05,2.47377147909885e-06,0.694714003649603,8.67613092484032e-14,4.88195434756273e-08,1,3.59339007805093e-07,0.00265522373364003,0.0524850613063972,2.47377147909885e-06,0.00265522373364003,1,8.98091222450249e-12,1,1.58776361678321e-05,1,0.0123680130016217,1,2.47377147909885e-06,0.0123680130016217,0.0524850613063972,2.47377147909885e-06,1.58776361678321e-05,0.694714003649603,0.201534284935939,3.59339007805093e-07,0.0123680130016217,1.58776361678321e-05,0.000522400964868679,1,0.201534284935939,0.000522400964868679,0.0123680130016217,0.0524850613063972,2.47377147909885e-06,3.59339007805093e-07,4.88195434756273e-08,9.4677064417283e-05,0.0123680130016217,1,1,0.201534284935939,0.000522400964868679,0.694714003649603,7.88386427627385e-15,6.22099876356647e-09,0.000522400964868679,0.201534284935939,9.4677064417283e-05
"FLP:390_510",4.88195434756273e-08,1,1,0.00265522373364003,1,1,1,1,0.0524850613063972,2.47377147909885e-06,0.694714003649603,9.4677064417283e-05,0.694714003649603,2.47377147909885e-06,1,9.4677064417283e-05,0.000522400964868679,3.29350925014462e-19,2.31604173080635e-26,1.58776361678321e-05,1,0.00265522373364003,8.98091222450249e-12,1,0.694714003649603,1,1,0.694714003649603,0.694714003649603,1,0.0123680130016217,0.201534284935939,1,1,1,1,1,0.0123680130016217,7.88386427627385e-15,7.45443382470441e-10,1,9.4677064417283e-05,0.0524850613063972,1,0.0123680130016217,0.0524850613063972,1,7.45443382470441e-10,1,1,1,1.58776361678321e-05,1,0.694714003649603,0.694714003649603,0.694714003649603,1,0.201534284935939,1,1,0.00265522373364003,0.694714003649603,0.00265522373364003,1,1,0.694714003649603,0.694714003649603,1,1,0.201534284935939,0.00265522373364003,0.0524850613063972,0.694714003649603,0.694714003649603,1,1,0.201534284935939,0.0524850613063972,1,3.59339007805093e-07,0.000522400964868679,0.0524850613063972,1,1
"GLR:390_450",0.00265522373364003,1,1,1,1,1,1,1,0.0524850613063972,0.0123680130016217,1,9.4677064417283e-05,1,1.58776361678321e-05,1,4.00419351261534e-25,0.0123680130016217,0.0123680130016217,2.31604173080635e-26,0.201534284935939,1,1,8.41905446641615e-11,1,1,1,1,1,1,1,0.201534284935939,1,1,1,1,1,1,1,3.59339007805093e-07,0.000522400964868679,1,1,1,1,1,1,1,0.201534284935939,1,1,1,0.00265522373364003,1,1,1,1,0.694714003649603,1,1,1,0.201534284935939,0.694714003649603,0.00265522373364003,0.694714003649603,1,1,1,1,1,1,0.694714003649603,1,1,1,1,1,1,9.4677064417283e-05,1,0.000522400964868679,0.694714003649603,1,1,6.64525930168962e-24
"GLR:450_510",0.000522400964868679,1,1,0.694714003649603,1,1,1,1,0.00265522373364003,9.4677064417283e-05,1,3.59339007805093e-07,1,3.59339007805093e-07,1,6.64525930168962e-24,0.00265522373364003,1.58776361678321e-05,2.35706455511563e-20,0.0524850613063972,1,1,7.45443382470441e-10,1,1,1,1,1,1,1,9.4677064417283e-05,0.0524850613063972,1,1,1,1,1,0.201534284935939,7.45443382470441e-10,1.58776361678321e-05,1,1,1,1,1,1,1,0.0524850613063972,1,1,1,0.0123680130016217,1,1,1,1,1,1,1,1,0.0524850613063972,0.0123680130016217,0.00265522373364003,0.0524850613063972,1,1,0.694714003649603,1,1,1,0.000522400964868679,1,1,1,1,1,1,0.000522400964868679,1,9.4677064417283e-05,0.0524850613063972,1,1,4.39777697495733e-18
"hmc:390_450",1,1,1,1,1,1,1,1,1,0.694714003649603,1,0.694714003649603,1,1.58776361678321e-05,1,6.32949918594934e-53,3.59339007805093e-07,0.694714003649603,3.59339007805093e-07,1,1,1,0.00265522373364003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.201534284935939,0.201534284935939,1,1,1,1,1,1,1,1,1,1,1,0.000522400964868679,1,1,1,1,1,1,1,1,1,0.0123680130016217,0.694714003649603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.694714003649603,1,0.201534284935939,0.694714003649603,1,1,4.97088204607105e-56
"hmc:450_510",0.0123680130016217,1,1,1,1,1,1,1,0.694714003649603,0.0524850613063972,1,0.00265522373364003,1,4.88195434756273e-08,1,1.05778774615951e-22,0.000522400964868679,0.201534284935939,7.45443382470441e-10,0.201534284935939,1,1,0.00265522373364003,1,1,1,1,1,1,1,0.0524850613063972,1,1,1,1,1,1,1,9.4677064417283e-05,0.201534284935939,1,0.201534284935939,1,1,1,1,1,0.0524850613063972,1,1,1,0.0123680130016217,1,1,1,1,1,1,1,1,1,0.201534284935939,0.694714003649603,1,1,1,1,1,1,1,0.0524850613063972,1,1,1,1,1,1,0.694714003649603,1,0.000522400964868679,0.0524850613063972,1,1,2.31604173080635e-26
"hmc:510_580",0.00265522373364003,1,1,0.201534284935939,1,1,1,1,0.0524850613063972,0.201534284935939,1,2.47377147909885e-06,1,6.22099876356647e-09,1,8.41905446641615e-11,9.4677064417283e-05,1,9.0660937848663e-13,0.0524850613063972,1,0.694714003649603,0.000522400964868679,1,1,1,1,0.694714003649603,1,1,9.4677064417283e-05,0.694714003649603,1,1,1,1,1,1,2.47377147909885e-06,0.000522400964868679,1,1,0.694714003649603,1,1,1,1,0.0123680130016217,1,1,1,0.000522400964868679,1,0.694714003649603,1,1,1,1,1,1,0.694714003649603,1,0.0524850613063972,1,1,1,1,1,1,1,0.0524850613063972,1,1,0.694714003649603,1,1,1,0.0524850613063972,1,0.00265522373364003,0.000522400964868679,1,0.694714003649603,5.605560028329e-17
"hmc_homolog:390_450",1,1,1,1,1,1,1,1,1,0.694714003649603,1,0.694714003649603,1,0.000522400964868679,1,1.74592768243155e-31,0.00265522373364003,1,8.41905446641615e-11,0.694714003649603,1,1,0.00265522373364003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0123680130016217,0.201534284935939,1,1,1,1,1,1,1,0.201534284935939,1,1,1,0.0524850613063972,1,1,1,1,1,1,1,1,1,0.0123680130016217,0.201534284935939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.694714003649603,1,0.0524850613063972,0.694714003649603,1,1,1.74592768243155e-31
"hmc_homolog:450_510",0.201534284935939,1,1,0.694714003649603,1,1,1,1,1,1,1,0.0123680130016217,1,0.000522400964868679,1,1.74592768243155e-31,9.4677064417283e-05,1,6.22099876356647e-09,0.00265522373364003,1,1,0.00265522373364003,1,1,1,1,1,1,1,9.4677064417283e-05,1,1,1,1,1,1,1,0.000522400964868679,0.00265522373364003,1,1,0.201534284935939,1,1,1,1,0.201534284935939,1,1,1,0.0524850613063972,1,1,1,1,1,1,1,1,0.201534284935939,0.0123680130016217,0.0123680130016217,1,1,0.694714003649603,1,1,1,1,0.201534284935939,1,1,1,1,1,1,0.694714003649603,1,0.00265522373364003,0.0123680130016217,1,1,1.68727573431067e-35
"I5:390_510",2.47377147909885e-06,1,1,1.58776361678321e-05,1,1,1,1,0.201534284935939,4.88195434756273e-08,0.0524850613063972,9.4677064417283e-05,1,1.58776361678321e-05,1,3.59339007805093e-07,0.0123680130016217,2.47377147909885e-06,6.87297627624458e-29,0.00265522373364003,1,0.0123680130016217,8.98091222450249e-12,1,1,0.694714003649603,1,1,1,1,0.00265522373364003,0.0524850613063972,1,1,1,1,0.0123680130016217,1,7.88386427627385e-15,0.000522400964868679,1,0.0123680130016217,1,1,0.694714003649603,0.0123680130016217,1,3.59339007805093e-07,1,1,1,0.00265522373364003,1,0.0524850613063972,0.0123680130016217,1,0.0123680130016217,1,1,1,1.58776361678321e-05,0.694714003649603,1.58776361678321e-05,0.694714003649603,1,1,0.0524850613063972,1,1,1,9.4677064417283e-05,0.000522400964868679,1,0.694714003649603,1,1,4.88195434756273e-08,9.4677064417283e-05,0.694714003649603,8.41905446641615e-11,0.000522400964868679,1,1,0.694714003649603
"I5:510_650",0.000522400964868679,1,1,4.88195434756273e-08,1,1,1,0.694714003649603,0.0123680130016217,9.4677064417283e-05,0.201534284935939,3.59339007805093e-07,0.201534284935939,9.4677064417283e-05,1,6.22099876356647e-09,6.22099876356647e-09,2.47377147909885e-06,2.35706455511563e-20,3.59339007805093e-07,1,0.00265522373364003,8.98091222450249e-12,1,1,0.694714003649603,1,0.0524850613063972,1,1,1.58776361678321e-05,0.201534284935939,1,1,1,0.0524850613063972,0.00265522373364003,1,8.41905446641615e-11,9.4677064417283e-05,1,2.47377147909885e-06,0.0524850613063972,1,0.0524850613063972,1,0.694714003649603,6.22099876356647e-09,1,0.0123680130016217,1,9.4677064417283e-05,0.694714003649603,9.4677064417283e-05,0.0123680130016217,1,0.0123680130016217,0.00265522373364003,0.0123680130016217,1,0.00265522373364003,0.694714003649603,0.00265522373364003,0.201534284935939,1,1,0.0524850613063972,0.0524850613063972,0.0123680130016217,0.0123680130016217,0.0123680130016217,0.00265522373364003,1,0.0123680130016217,1,1,6.81247324525906e-16,0.00265522373364003,1,4.88195434756273e-08,2.47377147909885e-06,0.0123680130016217,0.0524850613063972,0.0524850613063972
"IL1:390_510",0.201534284935939,1,1,0.000522400964868679,1,1,1,1,0.694714003649603,0.00265522373364003,1,1.58776361678321e-05,1,0.0524850613063972,1,0.00265522373364003,0.000522400964868679,9.4677064417283e-05,3.29350925014462e-19,0.0123680130016217,1,0.0123680130016217,2.47377147909885e-06,1,0.00265522373364003,4.88195434756273e-08,9.4677064417283e-05,0.201534284935939,0.201534284935939,1,0.000522400964868679,1,1,0.201534284935939,1,1,0.0524850613063972,1,2.47377147909885e-06,0.0123680130016217,4.88195434756273e-08,0.201534284935939,0.000522400964868679,1,0.694714003649603,1.58776361678321e-05,1,0.000522400964868679,1.58776361678321e-05,0.694714003649603,1,0.694714003649603,0.0524850613063972,1,1,1,1,0.201534284935939,1,0.000522400964868679,0.000522400964868679,1,0.694714003649603,1,0.201534284935939,0.201534284935939,1,1,1,0.694714003649603,0.00265522373364003,0.201534284935939,0.694714003649603,0.201534284935939,2.47377147909885e-06,1,0.0123680130016217,0.201534284935939,1,6.22099876356647e-09,0.0524850613063972,0.201534284935939,1,1
"IL1:510_650",0.00265522373364003,1,1,1.58776361678321e-05,1,1,1,1,0.0123680130016217,0.000522400964868679,0.694714003649603,6.22099876356647e-09,0.0524850613063972,1.58776361678321e-05,0.201534284935939,1.58776361678321e-05,2.47377147909885e-06,0.00265522373364003,1.05778774615951e-22,0.0123680130016217,1,0.0524850613063972,1.58776361678321e-05,0.201534284935939,2.47377147909885e-06,9.0660937848663e-13,2.47377147909885e-06,0.0123680130016217,0.694714003649603,1,1.58776361678321e-05,0.0123680130016217,0.00265522373364003,0.000522400964868679,1,0.694714003649603,0.000522400964868679,0.694714003649603,7.45443382470441e-10,9.4677064417283e-05,0.000522400964868679,0.694714003649603,9.4677064417283e-05,0.694714003649603,0.201534284935939,0.00265522373364003,1,9.4677064417283e-05,0.00265522373364003,0.0524850613063972,1,0.0123680130016217,0.0123680130016217,0.201534284935939,0.694714003649603,1,1,0.201534284935939,0.694714003649603,9.4677064417283e-05,2.47377147909885e-06,1,9.4677064417283e-05,0.694714003649603,1,0.0524850613063972,0.0524850613063972,1,0.694714003649603,1,0.00265522373364003,0.00265522373364003,0.694714003649603,0.694714003649603,0.00265522373364003,1,0.0524850613063972,0.0123680130016217,1,1.58776361678321e-05,0.0123680130016217,0.694714003649603,1,0.694714003649603
"IL2:390_510",0.0524850613063972,1,1,0.0524850613063972,1,1,1,1,1,0.0123680130016217,1,0.00265522373364003,1,0.201534284935939,1,0.00265522373364003,0.201534284935939,0.00265522373364003,1.2868369181297e-27,0.000522400964868679,1,1,1.58776361678321e-05,1,0.0524850613063972,0.000522400964868679,0.00265522373364003,0.694714003649603,1,1,0.0524850613063972,0.694714003649603,1,0.201534284935939,1,1,1,1,1.58776361678321e-05,0.694714003649603,6.22099876356647e-09,1,0.201534284935939,1,1,1.58776361678321e-05,1,0.0123680130016217,9.4677064417283e-05,1,1,0.0123680130016217,0.0123680130016217,1,1,1,1,1,1,3.59339007805093e-07,0.201534284935939,1,0.000522400964868679,1,0.201534284935939,0.694714003649603,1,1,1,1,0.000522400964868679,1,1,1,0.000522400964868679,1,1,1,1,6.22099876356647e-09,0.694714003649603,1,1,0.694714003649603
"IL2:510_650",0.0123680130016217,1,0.201534284935939,9.4677064417283e-05,1,1,1,1,1,0.0123680130016217,1,2.47377147909885e-06,1,1,1,0.000522400964868679,2.47377147909885e-06,0.0123680130016217,8.67613092484032e-14,9.4677064417283e-05,1,1,1.58776361678321e-05,1,0.201534284935939,1.58776361678321e-05,0.694714003649603,0.00265522373364003,0.201534284935939,1,1.58776361678321e-05,0.694714003649603,1,0.00265522373364003,1,0.694714003649603,0.000522400964868679,1,4.88195434756273e-08,0.0524850613063972,1.58776361678321e-05,0.0123680130016217,0.00265522373364003,1,0.694714003649603,4.88195434756273e-08,1,9.4677064417283e-05,0.000522400964868679,1,1,0.0123680130016217,0.00265522373364003,0.0524850613063972,0.201534284935939,1,1,0.201534284935939,1,6.64525930168962e-24,1.58776361678321e-05,1,0.00265522373364003,1,1,0.000522400964868679,1,1,0.694714003649603,1,0.000522400964868679,1,0.201534284935939,0.694714003649603,0.201534284935939,0.0524850613063972,0.00265522373364003,1,1,4.88195434756273e-08,9.4677064417283e-05,0.0524850613063972,1,1
"OLL:390_510",0.0524850613063972,1,1,0.0524850613063972,1,1,1,1,1,0.0123680130016217,1,0.0123680130016217,1,0.0524850613063972,1,0.0524850613063972,0.0123680130016217,0.0123680130016217,1.61366614988312e-21,0.0123680130016217,1,0.0524850613063972,1.58776361678321e-05,0.694714003649603,0.0123680130016217,0.00265522373364003,2.47377147909885e-06,1,1,1,0.0524850613063972,1,1,1,0.201534284935939,1,1,1,1.58776361678321e-05,0.0123680130016217,9.4677064417283e-05,0.694714003649603,0.201534284935939,1,0.201534284935939,1.58776361678321e-05,1,0.00265522373364003,0.0524850613063972,1,1,0.0524850613063972,0.201534284935939,1,1,1,0.0524850613063972,0.0524850613063972,1,0.0524850613063972,0.00265522373364003,1,0.00265522373364003,1,1,0.694714003649603,1,1,1,1,0.201534284935939,1,1,1,0.0123680130016217,1,0.694714003649603,0.694714003649603,1,1.58776361678321e-05,0.00265522373364003,0.694714003649603,1,0.694714003649603
"OLL:510_650",1.58776361678321e-05,1,1,1.58776361678321e-05,1,0.694714003649603,1,1,0.201534284935939,0.000522400964868679,0.201534284935939,6.22099876356647e-09,0.0524850613063972,0.000522400964868679,0.00265522373364003,4.88195434756273e-08,4.88195434756273e-08,0.201534284935939,2.35706455511563e-20,1.58776361678321e-05,1,0.000522400964868679,2.47377147909885e-06,0.201534284935939,9.4677064417283e-05,3.59339007805093e-07,1.58776361678321e-05,0.0123680130016217,0.201534284935939,1,4.88195434756273e-08,0.0524850613063972,0.000522400964868679,0.0123680130016217,1,0.0524850613063972,1.58776361678321e-05,1,8.41905446641615e-11,2.47377147909885e-06,0.0123680130016217,9.4677064417283e-05,0.000522400964868679,0.201534284935939,0.00265522373364003,0.0123680130016217,1,9.4677064417283e-05,0.694714003649603,0.0524850613063972,1,0.0524850613063972,0.0524850613063972,0.00265522373364003,0.0524850613063972,1,0.201534284935939,9.4677064417283e-05,0.694714003649603,0.0123680130016217,6.22099876356647e-09,0.201534284935939,1.58776361678321e-05,0.201534284935939,1,0.0123680130016217,1,0.0524850613063972,0.00265522373364003,0.201534284935939,3.59339007805093e-07,0.00265522373364003,0.0123680130016217,0.000522400964868679,0.694714003649603,0.201534284935939,1.58776361678321e-05,1,1,7.45443382470441e-10,2.47377147909885e-06,0.0123680130016217,0.0123680130016217,0.0123680130016217
"OLQ:390_510",0.694714003649603,1,1,0.0524850613063972,1,1,1,1,1,0.694714003649603,1,0.201534284935939,1,0.201534284935939,1,0.000522400964868679,0.0524850613063972,0.00265522373364003,2.31604173080635e-26,0.694714003649603,1,1,0.000522400964868679,1,0.694714003649603,0.000522400964868679,0.00265522373364003,0.201534284935939,1,1,0.201534284935939,1,1,0.0123680130016217,1,1,1,1,9.4677064417283e-05,1,6.22099876356647e-09,0.694714003649603,0.0123680130016217,1,1,1.58776361678321e-05,1,0.201534284935939,2.47377147909885e-06,1,1,9.4677064417283e-05,0.00265522373364003,1,1,1,0.694714003649603,1,1,0.000522400964868679,0.201534284935939,1,0.0123680130016217,1,0.201534284935939,0.201534284935939,1,1,1,1,0.0524850613063972,1,1,1,1.58776361678321e-05,1,1,0.694714003649603,1,9.4677064417283e-05,0.201534284935939,1,1,1
"OLQ:510_650",0.00265522373364003,1,1,0.000522400964868679,1,1,1,1,1,9.4677064417283e-05,1,9.4677064417283e-05,1,0.201534284935939,1,0.00265522373364003,0.000522400964868679,0.694714003649603,9.0660937848663e-13,0.0123680130016217,1,0.201534284935939,3.59339007805093e-07,7.45443382470441e-10,0.00265522373364003,9.4677064417283e-05,0.0123680130016217,0.201534284935939,0.694714003649603,1,0.000522400964868679,1,1,0.694714003649603,1,1,0.694714003649603,1,4.88195434756273e-08,0.000522400964868679,4.88195434756273e-08,0.0524850613063972,0.000522400964868679,1,0.0123680130016217,3.59339007805093e-07,1,9.4677064417283e-05,0.0123680130016217,1,1,0.694714003649603,0.0123680130016217,0.0524850613063972,0.694714003649603,1,1,0.0524850613063972,1,0.201534284935939,3.59339007805093e-07,1,1.58776361678321e-05,0.201534284935939,0.201534284935939,0.0524850613063972,0.694714003649603,1,1,1,9.4677064417283e-05,0.0123680130016217,0.694714003649603,1,0.201534284935939,1,0.694714003649603,0.201534284935939,1,2.47377147909885e-06,1.58776361678321e-05,0.694714003649603,0.694714003649603,1
"PHB_and_possibly_PHA:390_510",0.694714003649603,1,1,0.0123680130016217,1,1,1,1,1,0.0524850613063972,1,0.201534284935939,1,0.201534284935939,1,0.0524850613063972,0.0123680130016217,1.58776361678321e-05,1.05778774615951e-22,0.694714003649603,1,1,9.4677064417283e-05,1,0.0123680130016217,1.58776361678321e-05,0.000522400964868679,0.0524850613063972,1,1,1,1,1,9.4677064417283e-05,0.000522400964868679,1,1,1,9.4677064417283e-05,0.694714003649603,4.39777697495733e-18,1,1.58776361678321e-05,1,1,2.47377147909885e-06,1,0.0123680130016217,9.0660937848663e-13,1,1,1,3.59339007805093e-07,1,0.694714003649603,1,1,0.694714003649603,1,0.00265522373364003,0.0524850613063972,1,1,1,0.0123680130016217,0.000522400964868679,1,1,1,0.201534284935939,0.201534284935939,1,0.694714003649603,1,4.88195434756273e-08,1,1,1,1,3.59339007805093e-07,0.694714003649603,1,1,1
"PHB_and_possibly_PHA:510_650",0.694714003649603,1,1,1.58776361678321e-05,1,1,1,1,0.0524850613063972,0.694714003649603,1,0.0524850613063972,1,0.000522400964868679,0.0524850613063972,8.41905446641615e-11,7.45443382470441e-10,0.694714003649603,6.81247324525906e-16,0.000522400964868679,1,0.694714003649603,0.0123680130016217,1,0.00265522373364003,0.0123680130016217,0.0123680130016217,1.58776361678321e-05,0.694714003649603,1,0.0524850613063972,1,1,8.41905446641615e-11,2.47377147909885e-06,0.694714003649603,0.201534284935939,1,0.000522400964868679,0.0524850613063972,6.64525930168962e-24,0.201534284935939,9.4677064417283e-05,0.0524850613063972,0.0524850613063972,3.59339007805093e-07,1,0.000522400964868679,7.45443382470441e-10,0.201534284935939,1,0.694714003649603,6.22099876356647e-09,0.0524850613063972,0.000522400964868679,1,1,0.00265522373364003,1,0.000522400964868679,1.58776361678321e-05,0.0524850613063972,0.0524850613063972,1,0.00265522373364003,9.4677064417283e-05,1,1,0.201534284935939,0.201534284935939,0.201534284935939,0.0123680130016217,0.00265522373364003,1,4.88195434756273e-08,0.201534284935939,0.694714003649603,1,1,2.47377147909885e-06,0.00265522373364003,0.694714003649603,0.201534284935939,9.4677064417283e-05
"PVP:390_510",0.000522400964868679,1,1,2.47377147909885e-06,1,0.694714003649603,1,1,0.000522400964868679,8.98091222450249e-12,0.201534284935939,2.47377147909885e-06,1,1.58776361678321e-05,0.0524850613063972,6.22099876356647e-09,2.47377147909885e-06,6.22099876356647e-09,4.51969618742547e-41,0.000522400964868679,1,0.694714003649603,5.605560028329e-17,1,1,0.694714003649603,1,0.201534284935939,1,1,0.0524850613063972,0.694714003649603,1,1,1,0.0123680130016217,0.00265522373364003,0.201534284935939,8.67613092484032e-14,0.00265522373364003,1,9.4677064417283e-05,0.201534284935939,1,0.0524850613063972,0.694714003649603,1,4.88195434756273e-08,1,0.694714003649603,1,9.4677064417283e-05,1,9.4677064417283e-05,0.0524850613063972,0.694714003649603,0.694714003649603,0.201534284935939,1,1,0.0524850613063972,0.201534284935939,2.47377147909885e-06,0.694714003649603,1,1,0.0524850613063972,1,0.694714003649603,9.4677064417283e-05,2.47377147909885e-06,0.000522400964868679,0.694714003649603,0.201534284935939,1,1,0.694714003649603,9.4677064417283e-05,1,8.41905446641615e-11,2.47377147909885e-06,4.88195434756273e-08,1,0.694714003649603
"PVP:510_650",6.22099876356647e-09,1,1,6.22099876356647e-09,0.694714003649603,0.694714003649603,1,0.00265522373364003,0.00265522373364003,1.58776361678321e-05,9.4677064417283e-05,2.47377147909885e-06,0.0524850613063972,4.88195434756273e-08,2.47377147909885e-06,8.67613092484032e-14,6.81247324525906e-16,0.000522400964868679,1.74592768243155e-31,2.47377147909885e-06,1,1,8.67613092484032e-14,1,0.694714003649603,0.201534284935939,1,3.59339007805093e-07,0.201534284935939,0.201534284935939,1.58776361678321e-05,0.0524850613063972,0.201534284935939,1,1,9.4677064417283e-05,6.22099876356647e-09,0.00265522373364003,5.605560028329e-17,6.22099876356647e-09,1,7.45443382470441e-10,0.00265522373364003,9.4677064417283e-05,2.47377147909885e-06,0.201534284935939,0.694714003649603,9.0660937848663e-13,1,0.00265522373364003,0.201534284935939,0.000522400964868679,1,6.22099876356647e-09,9.4677064417283e-05,1,0.0524850613063972,1.58776361678321e-05,0.201534284935939,1,4.88195434756273e-08,1,1.58776361678321e-05,9.4677064417283e-05,0.694714003649603,0.0123680130016217,0.000522400964868679,0.00265522373364003,1.58776361678321e-05,3.59339007805093e-07,6.22099876356647e-09,2.47377147909885e-06,9.4677064417283e-05,0.0123680130016217,1,0.201534284935939,0.000522400964868679,3.59339007805093e-07,1,9.0660937848663e-13,7.45443382470441e-10,1.05778774615951e-22,2.47377147909885e-06,9.4677064417283e-05
"PVQ_and_possibly_PVC:390_510",0.00265522373364003,1,1,6.22099876356647e-09,0.201534284935939,0.201534284935939,1,0.0524850613063972,9.4677064417283e-05,6.22099876356647e-09,1,2.47377147909885e-06,0.0123680130016217,3.59339007805093e-07,2.47377147909885e-06,3.59339007805093e-07,8.41905446641615e-11,0.00265522373364003,3.81456986344166e-34,4.88195434756273e-08,1,0.694714003649603,8.98091222450249e-12,1,1,1,1,2.47377147909885e-06,0.0123680130016217,0.201534284935939,0.000522400964868679,0.0123680130016217,0.694714003649603,0.0524850613063972,1,9.4677064417283e-05,4.88195434756273e-08,1,7.45443382470441e-10,1.58776361678321e-05,0.694714003649603,3.59339007805093e-07,0.00265522373364003,0.00265522373364003,1.58776361678321e-05,0.000522400964868679,0.00265522373364003,9.0660937848663e-13,0.201534284935939,0.0123680130016217,1,0.000522400964868679,9.4677064417283e-05,6.22099876356647e-09,0.0123680130016217,0.694714003649603,0.0524850613063972,2.47377147909885e-06,0.0123680130016217,0.201534284935939,9.4677064417283e-05,0.694714003649603,9.4677064417283e-05,1,1,9.4677064417283e-05,0.0123680130016217,0.0524850613063972,0.000522400964868679,7.45443382470441e-10,0.000522400964868679,2.47377147909885e-06,1.58776361678321e-05,0.0524850613063972,1,0.201534284935939,0.0524850613063972,0.201534284935939,1,8.98091222450249e-12,3.59339007805093e-07,9.4677064417283e-05,0.0123680130016217,0.201534284935939
"PVT:510_650",9.4677064417283e-05,1,1,8.41905446641615e-11,1,1,1,0.694714003649603,0.000522400964868679,0.0524850613063972,0.0524850613063972,2.47377147909885e-06,0.0123680130016217,0.000522400964868679,1.58776361678321e-05,7.45443382470441e-10,8.98091222450249e-12,2.47377147909885e-06,4.00419351261534e-25,9.4677064417283e-05,1,0.0524850613063972,8.98091222450249e-12,1,1,0.201534284935939,1,0.000522400964868679,0.694714003649603,0.694714003649603,0.000522400964868679,0.0524850613063972,0.694714003649603,1,1,9.4677064417283e-05,0.0524850613063972,1,8.67613092484032e-14,0.000522400964868679,1,2.47377147909885e-06,0.694714003649603,4.88195434756273e-08,2.47377147909885e-06,0.00265522373364003,1,8.41905446641615e-11,1,9.4677064417283e-05,1,0.000522400964868679,0.694714003649603,3.59339007805093e-07,9.4677064417283e-05,1,0.0524850613063972,0.0123680130016217,0.201534284935939,0.201534284935939,1.58776361678321e-05,0.694714003649603,0.000522400964868679,0.694714003649603,1,0.0524850613063972,0.201534284935939,0.694714003649603,0.0123680130016217,1.58776361678321e-05,1.58776361678321e-05,2.35706455511563e-20,9.4677064417283e-05,1,1,1,9.4677064417283e-05,0.00265522373364003,1,9.0660937848663e-13,6.22099876356647e-09,0.000522400964868679,0.000522400964868679,0.0524850613063972
"PVT:gt_650",8.98091222450249e-12,1,1,8.67613092484032e-14,0.201534284935939,0.201534284935939,1,0.0524850613063972,0.00265522373364003,2.47377147909885e-06,0.0524850613063972,6.22099876356647e-09,0.694714003649603,1.58776361678321e-05,6.22099876356647e-09,4.88195434756273e-08,4.39777697495733e-18,9.4677064417283e-05,1.61366614988312e-21,2.47377147909885e-06,1,0.0524850613063972,6.22099876356647e-09,1,1,0.694714003649603,1,7.45443382470441e-10,0.201534284935939,0.201534284935939,6.22099876356647e-09,0.000522400964868679,1,0.694714003649603,1,2.47377147909885e-06,1.58776361678321e-05,0.00265522373364003,4.00419351261534e-25,4.88195434756273e-08,1,2.47377147909885e-06,0.00265522373364003,3.59339007805093e-07,6.22099876356647e-09,0.0123680130016217,1,8.67613092484032e-14,1,1.58776361678321e-05,1,0.00265522373364003,0.0123680130016217,7.45443382470441e-10,1.58776361678321e-05,1,0.0123680130016217,4.88195434756273e-08,0.0524850613063972,0.694714003649603,7.45443382470441e-10,0.694714003649603,9.4677064417283e-05,0.00265522373364003,1,0.00265522373364003,0.00265522373364003,0.0123680130016217,3.59339007805093e-07,3.59339007805093e-07,6.81247324525906e-16,2.35706455511563e-20,4.88195434756273e-08,0.0524850613063972,1,0.0123680130016217,1.58776361678321e-05,0.201534284935939,1,5.605560028329e-17,9.0660937848663e-13,2.35706455511563e-20,6.22099876356647e-09,1
